,loss,accuracy,val_loss,val_accuracy
0,0.24490952491760254,0.5824929475784302,0.1889013946056366,0.6976938247680664
1,0.1631557196378708,0.7567034363746643,0.14292296767234802,0.794451892375946
2,0.09692773967981339,0.8657364249229431,0.08115488290786743,0.8893716335296631
3,0.06734674423933029,0.9090837836265564,0.0697164237499237,0.904411792755127
4,0.054479531943798065,0.9270247220993042,0.04926833510398865,0.9299799203872681
5,0.04685964435338974,0.9388093948364258,0.03519058600068092,0.9518716335296631
6,0.040711406618356705,0.9465681910514832,0.03177633881568909,0.9588903784751892
7,0.037541504949331284,0.9508481621742249,0.028740938752889633,0.9615641832351685
8,0.03324560821056366,0.9567893743515015,0.02244769036769867,0.9682486653327942
9,0.03108803555369377,0.9603267908096313,0.027576832100749016,0.9618983864784241
10,0.02922537922859192,0.9623983502388,0.02259237691760063,0.9725936055183411
11,0.027517300099134445,0.9644895195960999,0.018600033596158028,0.9737633466720581
12,0.026472127065062523,0.9662874937057495,0.023403460159897804,0.969418466091156
13,0.025707440450787544,0.9670692682266235,0.03471245989203453,0.950701892375946
14,0.024725167080760002,0.9683786630630493,0.02466876059770584,0.9674131274223328
15,0.02202938124537468,0.9721896648406982,0.025549886748194695,0.9649063944816589
16,0.021366780623793602,0.9723460078239441,0.014757032506167889,0.9786096215248108
17,0.020148877054452896,0.9743589758872986,0.014715737663209438,0.9802807569503784
18,0.019762203097343445,0.9749257564544678,0.033017393201589584,0.9540441036224365
19,0.01938769221305847,0.9755902290344238,0.016875896602869034,0.9749331474304199
20,0.019018400460481644,0.9756097793579102,0.020867107436060905,0.9717580080032349
21,0.017762094736099243,0.97791588306427,0.013914523646235466,0.9817847609519958
22,0.017240699380636215,0.9781308770179749,0.012580052018165588,0.9836229681968689
23,0.016638167202472687,0.9792057275772095,0.015188358724117279,0.9791109561920166
24,0.017515093088150024,0.977192759513855,0.015724916011095047,0.9776069521903992
25,0.015453163534402847,0.9806128740310669,0.04071413353085518,0.9426804780960083
26,0.015692515298724174,0.9804174304008484,0.013428591191768646,0.9832887649536133
27,0.015426019206643105,0.9801047444343567,0.012474488466978073,0.9834558963775635
28,0.015055103227496147,0.9810037612915039,0.020245395600795746,0.9745989441871643
29,0.0164541844278574,0.9784826636314392,0.012550007551908493,0.9836229681968689
30,0.013859280385077,0.9822545051574707,0.02746543288230896,0.9657419919967651
31,0.013759352266788483,0.9822936058044434,0.014478007331490517,0.9804478883743286
32,0.013806753791868687,0.9822545051574707,0.010817565955221653,0.9851270318031311
33,0.013832677155733109,0.9825281500816345,0.023582909256219864,0.9684157967567444
34,0.01366259902715683,0.9822936058044434,0.028658710420131683,0.9613970518112183
35,0.013354897499084473,0.983055830001831,0.010202622041106224,0.9869652390480042
36,0.013260306790471077,0.983055830001831,0.011319899931550026,0.9859625697135925
37,0.012604829855263233,0.9845215678215027,0.019283205270767212,0.9739304780960083
38,0.012368498370051384,0.9842870831489563,0.018159182742238045,0.9777740836143494
39,0.012321751564741135,0.9844434261322021,0.014346024952828884,0.9807820916175842
