,loss,accuracy,val_loss,val_accuracy
0,0.25408923625946045,0.5753986835479736,0.2089626044034958,0.6920120120048523
1,0.20301604270935059,0.6927180886268616,0.17731420695781708,0.7408088445663452
2,0.17555245757102966,0.7451336979866028,0.1550791710615158,0.7707219123840332
3,0.14803357422351837,0.7918621301651001,0.11464282870292664,0.8439171314239502
4,0.12870024144649506,0.8218417763710022,0.10334043204784393,0.8601270318031311
5,0.1196092739701271,0.8358153700828552,0.1055232435464859,0.8492646813392639
6,0.11149511486291885,0.8480886220932007,0.0989852249622345,0.8597927689552307
7,0.10643032938241959,0.855124294757843,0.08602634817361832,0.8805146813392639
8,0.1018538847565651,0.8619254231452942,0.08499730378389359,0.8860294222831726
9,0.0978863462805748,0.8659513592720032,0.10780862718820572,0.8559492230415344
10,0.09465930610895157,0.8724984526634216,0.08111301064491272,0.8860294222831726
11,0.09189565479755402,0.8766807317733765,0.07792139798402786,0.893048107624054
12,0.0884341225028038,0.8820747137069702,0.12030861526727676,0.8482620120048523
13,0.08670713752508163,0.883501410484314,0.07388804107904434,0.9047459959983826
14,0.0853973925113678,0.8860616087913513,0.073647640645504,0.903743326663971
15,0.08321602642536163,0.8886218070983887,0.07598918676376343,0.8988970518112183
16,0.08171355724334717,0.8918660283088684,0.06618070602416992,0.9137700796127319
17,0.08048839122056961,0.8940548896789551,0.07053357362747192,0.9034090638160706
18,0.07776713371276855,0.8970450162887573,0.08314380794763565,0.883689820766449
19,0.07727515697479248,0.8984130620956421,0.07028257101774216,0.9024063944816589
20,0.07596485316753387,0.899233877658844,0.06729050725698471,0.9090909361839294
21,0.07488822191953659,0.9020677208900452,0.07161613553762436,0.9059157967567444
22,0.07310100644826889,0.9033966660499573,0.07007179409265518,0.9105949401855469
23,0.07233456522226334,0.9049406051635742,0.07041718810796738,0.9017379879951477
24,0.07161667197942734,0.9062304496765137,0.07005699723958969,0.9084224700927734
25,0.07013290375471115,0.9083802103996277,0.06905356794595718,0.904411792755127
26,0.06964325904846191,0.9082434177398682,0.096746526658535,0.863135039806366
27,0.06972706317901611,0.9082434177398682,0.09164432436227798,0.883689820766449
28,0.06691605597734451,0.9119762182235718,0.0760299488902092,0.9024063944816589
29,0.06803449243307114,0.9106472730636597,0.0865272581577301,0.8771724700927734
30,0.0667378231883049,0.9126797914505005,0.12378233671188354,0.8145053386688232
31,0.06644307076931,0.9127579927444458,0.11432135850191116,0.853776752948761
