,loss,accuracy,val_loss,val_accuracy
0,0.13344179093837738,0.8085717558860779,0.07989447563886642,0.8885360956192017
1,0.07320434600114822,0.902165412902832,0.06326081603765488,0.9104278087615967
2,0.056059207767248154,0.9259693622589111,0.05562697723507881,0.9253007769584656
3,0.044971272349357605,0.9411741495132446,0.03898977115750313,0.9480280876159668
4,0.03906542807817459,0.9492456316947937,0.036154281347990036,0.9528743028640747
5,0.033061087131500244,0.9573561549186707,0.03095819056034088,0.9580548405647278
6,0.03226308897137642,0.9582747220993042,0.028931574895977974,0.9625668525695801
7,0.030422016978263855,0.960639476776123,0.023729339241981506,0.9689171314239502
8,0.027089923620224,0.9653298854827881,0.018131157383322716,0.9767714142799377
9,0.024480264633893967,0.9686327576637268,0.031529806554317474,0.9603943824768066
10,0.024208879098296165,0.9692972302436829,0.02873294986784458,0.9640708565711975
11,0.022855041548609734,0.9707043170928955,0.0645899698138237,0.9186162948608398
12,0.022053802385926247,0.9720528721809387,0.018017135560512543,0.9761029481887817
13,0.021782848984003067,0.9722461104393005,0.014747616834938526,0.9816176295280457
14,0.019705291837453842,0.9747694134712219,0.015856223180890083,0.9789438247680664
15,0.019858330488204956,0.9746325612068176,0.047813985496759415,0.9354946613311768
16,0.0193999744951725,0.9755511283874512,0.03605223074555397,0.9530414342880249
17,0.018351184204220772,0.976860523223877,0.06499858945608139,0.9179478883743286
18,0.018166670575737953,0.9768214225769043,0.013429317623376846,0.9831216335296631
19,0.018108421936631203,0.9767041802406311,0.05227179080247879,0.9311497211456299
20,0.01850614696741104,0.9763914942741394,0.054780445992946625,0.9311497211456299
21,0.01632053218781948,0.9791862368583679,0.013002798892557621,0.9821189641952515
22,0.01715186983346939,0.9784240126609802,0.013263995759189129,0.9834558963775635
23,0.015448597259819508,0.9803783893585205,0.015280318446457386,0.9792780876159668
24,0.015119662508368492,0.9803783893585205,0.012661902233958244,0.9837900996208191
25,0.01590087078511715,0.9802806377410889,0.013679196126759052,0.9822860956192017
26,0.014899210073053837,0.9811405539512634,0.011720050126314163,0.9844585657119751
27,0.014594387263059616,0.9812577962875366,0.015523158013820648,0.9804478883743286
28,0.013972306624054909,0.9827821850776672,0.010819529183208942,0.9854612350463867
29,0.014692098833620548,0.9810819029808044,0.01468557957559824,0.981951892375946
30,0.013998049311339855,0.9819027781486511,0.0110531160607934,0.9857954382896423
31,0.014314471744000912,0.9820200204849243,0.011754539795219898,0.9841243028640747
32,0.012879145331680775,0.9835248589515686,0.04079100489616394,0.9485294222831726
33,0.013250530697405338,0.9833880662918091,0.010577451437711716,0.9872994422912598
34,0.01265111193060875,0.9837789535522461,0.013392495922744274,0.9832887649536133
35,0.013022680766880512,0.9832708239555359,0.23529784381389618,0.730614960193634
36,0.012631911784410477,0.9839743375778198,0.010280280373990536,0.9876337051391602
37,0.01203194260597229,0.9849124550819397,0.014200185425579548,0.9817847609519958
38,0.012079035863280296,0.98426753282547,0.009567974135279655,0.988135039806366
39,0.012103733606636524,0.9845606684684753,0.009823976084589958,0.9876337051391602
