,loss,accuracy,val_loss,val_accuracy
0,0.1581375151872635,0.7719277739524841,0.1378525346517563,0.8111631274223328
1,0.0948406457901001,0.8704659342765808,0.08880794793367386,0.8808489441871643
2,0.06323620676994324,0.9157676696777344,0.08389431238174438,0.8823529481887817
3,0.04272177442908287,0.9444770216941833,0.04507005214691162,0.9401738047599792
4,0.0345008485019207,0.9549327492713928,0.029573004692792892,0.9620655179023743
5,0.029689764603972435,0.9615384340286255,0.04105537012219429,0.9425133466720581
6,0.028041254729032516,0.9638445973396301,0.022810479626059532,0.9699198007583618
7,0.024859873577952385,0.9681441783905029,0.018226871266961098,0.9751002788543701
8,0.02220093458890915,0.9717596769332886,0.0149008110165596,0.9811162948608398
9,0.023465145379304886,0.9703330397605896,0.019480399787425995,0.971256673336029
10,0.02157604694366455,0.9725219011306763,0.022255150601267815,0.9714238047599792
11,0.019820204004645348,0.9746912121772766,0.020905451849102974,0.9734291434288025
12,0.020238665863871574,0.9748084545135498,0.028476081788539886,0.9605615139007568
13,0.018664777278900146,0.9760788083076477,0.017278850078582764,0.9786096215248108
14,0.018018536269664764,0.9769973158836365,0.010035312734544277,0.986798107624054
15,0.017682233825325966,0.977857232093811,0.017080368474125862,0.9782754182815552
16,0.016487089917063713,0.9789907932281494,0.01126983854919672,0.9859625697135925
17,0.01702699065208435,0.9785999059677124,0.021975751966238022,0.9695855379104614
18,0.016219059005379677,0.9793034791946411,0.011554786004126072,0.9852941036224365
19,0.01613517664372921,0.9794207215309143,0.020641062408685684,0.971256673336029
20,0.015358872711658478,0.9803001880645752,0.013945136219263077,0.9821189641952515
21,0.01413660030812025,0.9820981621742249,0.012046060524880886,0.9839572310447693
22,0.014187229797244072,0.982664942741394,0.01195447240024805,0.9851270318031311
23,0.014725368469953537,0.9815900325775146,0.014877513982355595,0.9811162948608398
24,0.014091674238443375,0.9822154641151428,0.01070620957762003,0.9869652390480042
25,0.01360015757381916,0.9832512736320496,0.011574269272387028,0.9856283664703369
26,0.014002474956214428,0.9827040433883667,0.018250426277518272,0.9786096215248108
27,0.014761715196073055,0.9810428619384766,0.023542195558547974,0.9650735259056091
28,0.012707420624792576,0.9841893315315247,0.009049843065440655,0.9886363744735718
29,0.012603695504367352,0.9841306805610657,0.016973067075014114,0.9757687449455261
30,0.01274193450808525,0.9841306805610657,0.01073838397860527,0.9854612350463867
31,0.01295827329158783,0.9834076166152954,0.010268841870129108,0.986798107624054
32,0.011901210993528366,0.9851860404014587,0.007572423201054335,0.9904745817184448
33,0.01235707476735115,0.9844043254852295,0.019912797957658768,0.9749331474304199
34,0.012461268343031406,0.9847170114517212,0.01383610162883997,0.9827874302864075
35,0.012906478717923164,0.9840916395187378,0.012660659849643707,0.9837900996208191
36,0.011717050336301327,0.985264241695404,0.015333091840147972,0.978108286857605
37,0.010931077413260937,0.9864368438720703,0.015286676585674286,0.9796122908592224
38,0.01161875668913126,0.9855573773384094,0.040577325969934464,0.9533756971359253
39,0.010923692025244236,0.9861046075820923,0.008133546449244022,0.9901403784751892
